,id,carat,cut,color,clarity,depth,table,x,y,z,cut_encoded,color_encoded,clarity_encoded
10447,10447,0.9,Good,E,SI1,63.8,61.0,6.05,6.08,3.87,2,6,2
10448,10448,2.27,Ideal,I,SI2,63.0,54.0,8.36,8.39,5.28,4,1,0
10449,10449,0.57,Ideal,G,SI1,61.7,56.0,5.33,5.37,3.3,4,3,2
10450,10450,0.71,Very Good,H,SI1,61.2,56.0,5.69,5.72,3.49,3,2,2
10451,10451,0.3,Premium,F,SI1,62.1,60.0,4.28,4.26,2.65,1,4,2
10452,10452,0.31,Good,D,SI2,63.9,57.0,4.28,4.33,2.75,2,5,0
10453,10453,0.33,Premium,H,IF,60.3,59.0,4.49,4.47,2.7,1,2,7
10454,10454,0.31,Premium,I,VVS2,59.4,59.0,4.44,4.41,2.63,1,1,5
10455,10455,0.76,Premium,J,VS1,61.1,58.0,5.85,5.91,3.59,1,0,4
10456,10456,0.52,Ideal,G,VVS2,62.3,56.0,5.15,5.18,3.22,4,3,5
10457,10457,1.5,Ideal,I,I1,61.3,57.0,7.36,7.39,4.52,4,1,1
10458,10458,0.32,Ideal,I,VS1,60.9,56.7,4.41,4.44,2.69,4,1,4
10459,10459,1.55,Ideal,F,SI1,61.9,55.0,7.47,7.42,4.61,4,4,2
10460,10460,2.09,Very Good,H,SI2,60.1,63.0,8.21,8.16,4.92,3,2,0
10461,10461,1.01,Fair,H,SI1,64.4,59.0,6.22,6.17,3.99,0,2,2
10462,10462,0.9,Very Good,E,SI2,63.5,58.0,6.08,6.14,3.88,3,6,0
10463,10463,0.3,Very Good,D,SI2,61.4,59.0,4.26,4.31,2.63,3,5,0
10464,10464,2.0,Good,F,SI1,63.0,64.0,7.67,7.76,4.86,2,4,2
10465,10465,0.3,Premium,G,VVS2,61.2,58.0,4.34,4.32,2.65,1,3,5
10466,10466,0.34,Ideal,D,SI1,62.3,57.0,4.44,4.48,2.78,4,5,2
10467,10467,0.71,Ideal,G,SI2,59.5,57.0,5.86,5.78,3.46,4,3,0
10468,10468,1.01,Very Good,E,SI2,60.4,60.0,6.48,6.57,3.94,3,6,0
10469,10469,1.16,Very Good,D,SI1,61.8,58.0,6.72,6.78,4.17,3,5,2
10470,10470,0.51,Ideal,G,SI2,61.3,55.0,5.17,5.19,3.17,4,3,0
10471,10471,0.23,Good,G,VVS2,63.8,56.0,3.94,3.9,2.5,2,3,5
10472,10472,1.23,Ideal,I,VS2,62.4,58.0,6.81,6.88,4.27,4,1,3
10473,10473,1.0,Good,F,VS2,63.8,58.0,6.28,6.32,4.02,2,4,3
10474,10474,0.51,Ideal,D,VS2,61.8,55.0,5.18,5.15,3.19,4,5,3
10475,10475,0.34,Very Good,H,VS1,62.3,57.0,4.45,4.48,2.78,3,2,4
10476,10476,0.55,Ideal,G,VVS2,62.3,53.0,5.27,5.29,3.29,4,3,5
10477,10477,0.43,Premium,G,IF,61.0,58.0,4.82,4.88,2.96,1,3,7
10478,10478,0.3,Premium,E,SI1,60.6,58.0,4.34,4.3,2.62,1,6,2
10479,10479,2.0,Very Good,E,SI2,58.1,60.0,8.25,8.32,4.81,3,6,0
10480,10480,1.01,Good,E,SI1,58.1,59.0,6.57,6.65,3.84,2,6,2
10481,10481,0.5,Premium,E,SI1,61.4,62.0,5.1,5.07,3.12,1,6,2
10482,10482,0.31,Ideal,I,SI2,62.0,54.1,4.32,4.35,2.69,4,1,0
10483,10483,0.64,Very Good,E,VS2,63.4,54.0,5.52,5.49,3.49,3,6,3
10484,10484,0.9,Very Good,D,SI1,62.3,58.0,6.14,6.16,3.83,3,5,2
10485,10485,0.87,Ideal,H,VS2,61.7,57.0,6.14,6.09,3.77,4,2,3
10486,10486,0.76,Very Good,J,VS1,59.3,63.0,6.12,5.93,3.55,3,0,4
10487,10487,1.0,Ideal,H,SI2,62.6,56.0,6.38,6.34,3.98,4,2,0
10488,10488,1.74,Premium,I,VS1,62.5,57.0,7.71,7.67,4.81,1,1,4
10489,10489,0.7,Very Good,D,VS2,60.7,60.0,5.72,5.74,3.48,3,5,3
10490,10490,0.53,Very Good,F,VS1,60.6,57.0,5.21,5.25,3.17,3,4,4
10491,10491,2.06,Ideal,I,SI2,62.4,55.0,8.1,8.14,5.07,4,1,0
10492,10492,0.32,Ideal,G,VS1,60.7,56.0,4.46,4.43,2.7,4,3,4
10493,10493,0.44,Premium,E,SI1,62.3,58.0,4.85,4.88,3.03,1,6,2
10494,10494,0.35,Ideal,D,VS2,61.8,55.0,4.53,4.56,2.81,4,5,3
10495,10495,0.52,Ideal,H,VS2,61.6,55.0,5.19,5.24,3.21,4,2,3
10496,10496,0.41,Ideal,E,VVS1,60.7,57.0,4.85,4.8,2.93,4,6,6
10497,10497,0.42,Premium,G,VS1,60.9,58.0,4.81,4.84,2.94,1,3,4
10498,10498,0.36,Ideal,I,IF,61.9,54.0,4.57,4.6,2.84,4,1,7
10499,10499,1.01,Fair,D,SI1,64.4,61.0,6.17,6.13,3.96,0,5,2
10500,10500,0.53,Premium,E,VS2,58.5,61.0,5.33,5.26,3.1,1,6,3
10501,10501,0.64,Ideal,D,VS2,60.7,59.0,5.58,5.62,3.4,4,5,3
10502,10502,0.3,Premium,J,VS2,62.2,58.0,4.3,4.28,2.67,1,0,3
10503,10503,0.42,Ideal,E,VVS1,61.6,56.0,4.82,4.85,2.98,4,6,6
10504,10504,1.41,Premium,G,SI1,59.5,59.0,7.35,7.3,4.36,1,3,2
10505,10505,0.76,Premium,D,SI1,61.6,59.0,5.84,5.82,3.59,1,5,2
10506,10506,0.38,Very Good,D,VVS2,59.1,59.9,4.71,4.75,2.79,3,5,5
10507,10507,2.04,Premium,F,SI2,60.2,58.0,8.17,8.24,4.94,1,4,0
10508,10508,0.56,Ideal,E,VS1,61.3,55.0,5.32,5.29,3.25,4,6,4
10509,10509,0.3,Ideal,H,VS1,62.2,57.0,4.28,4.31,2.67,4,2,4
10510,10510,0.78,Ideal,I,VS1,60.7,56.0,5.97,6.03,3.64,4,1,4
10511,10511,0.3,Very Good,G,VS2,63.5,59.0,4.22,4.17,2.66,3,3,3
10512,10512,0.32,Premium,E,SI1,62.8,57.0,4.39,4.34,2.74,1,6,2
10513,10513,0.91,Premium,H,VVS1,62.5,59.0,6.16,6.19,3.86,1,2,6
10514,10514,0.54,Very Good,F,VS2,59.4,57.0,5.29,5.35,3.16,3,4,3
10515,10515,1.07,Very Good,G,VS1,61.2,55.0,6.63,6.67,4.07,3,3,4
10516,10516,0.37,Ideal,F,SI1,61.6,55.0,4.65,4.67,2.87,4,4,2
10517,10517,0.3,Very Good,G,IF,58.4,62.0,4.4,4.43,2.58,3,3,7
10518,10518,1.01,Very Good,F,SI2,63.4,54.0,6.42,6.39,4.06,3,4,0
10519,10519,0.31,Premium,D,SI1,61.4,58.0,4.34,4.39,2.68,1,5,2
10520,10520,0.8,Premium,F,SI1,61.5,60.0,5.97,5.94,3.66,1,4,2
10521,10521,2.15,Ideal,J,VS1,60.9,55.0,8.35,8.39,5.1,4,0,4
10522,10522,0.72,Premium,G,SI2,60.6,61.0,5.83,5.75,3.51,1,3,0
10523,10523,1.01,Premium,H,SI2,61.3,59.0,6.47,6.41,3.95,1,2,0
10524,10524,0.24,Ideal,F,VVS2,62.6,57.0,3.93,3.96,2.47,4,4,5
10525,10525,0.4,Very Good,E,VS2,62.2,56.0,4.72,4.74,2.94,3,6,3
10526,10526,0.81,Ideal,H,SI1,62.8,57.0,5.95,5.92,3.73,4,2,2
10527,10527,0.5,Ideal,H,VS2,60.3,55.0,5.16,5.21,3.13,4,2,3
10528,10528,1.01,Good,H,SI1,62.9,55.0,6.35,6.41,4.01,2,2,2
10529,10529,1.02,Premium,H,VS1,62.1,59.0,6.43,6.38,3.98,1,2,4
10530,10530,0.74,Ideal,F,VS1,61.9,54.0,5.78,5.82,3.59,4,4,4
10531,10531,0.57,Ideal,G,VS1,61.4,55.0,5.34,5.38,3.29,4,3,4
10532,10532,0.51,Very Good,D,SI1,59.1,63.0,5.27,5.15,3.08,3,5,2
10533,10533,0.34,Premium,G,VS2,62.0,59.0,4.47,4.43,2.76,1,3,3
10534,10534,1.08,Ideal,E,VS1,61.7,55.0,6.58,6.61,4.07,4,6,4
10535,10535,1.22,Ideal,H,SI2,61.1,57.0,6.9,5.92,4.22,4,2,0
10536,10536,0.3,Premium,F,VS2,60.6,60.0,4.39,4.36,2.65,1,4,3
10537,10537,0.5,Premium,D,VS2,62.2,60.0,5.15,5.05,3.17,1,5,3
10538,10538,0.55,Good,J,VS2,64.1,54.0,5.21,5.18,3.33,2,0,3
10539,10539,1.52,Premium,H,VS2,59.4,59.0,7.45,7.49,4.44,1,2,3
10540,10540,2.07,Premium,J,VS2,61.5,59.0,8.16,8.2,5.03,1,0,3
10541,10541,0.54,Ideal,E,VS2,61.0,56.0,5.25,5.28,3.21,4,6,3
10542,10542,1.09,Ideal,E,VVS2,60.9,56.0,6.66,6.7,4.07,4,6,5
10543,10543,0.3,Ideal,G,VVS1,62.9,57.0,4.3,4.26,2.69,4,3,6
10544,10544,0.41,Very Good,H,VVS2,62.0,56.0,4.77,4.81,2.97,3,2,5
10545,10545,2.0,Fair,F,SI2,59.8,68.0,8.13,7.95,4.81,0,4,0
10546,10546,0.75,Ideal,G,SI2,62.5,55.0,5.82,5.77,3.62,4,3,0
10547,10547,1.0,Very Good,H,VS1,63.3,53.0,6.37,6.29,4.01,3,2,4
10548,10548,0.53,Ideal,D,VVS2,61.6,56.0,5.21,5.24,3.22,4,5,5
10549,10549,1.09,Very Good,H,SI2,60.9,57.0,6.64,6.69,4.06,3,2,0
10550,10550,0.71,Very Good,G,SI1,63.2,58.0,5.68,5.65,3.58,3,3,2
10551,10551,1.07,Premium,H,SI2,62.2,59.0,6.53,6.47,4.04,1,2,0
10552,10552,0.32,Ideal,E,VS1,61.4,56.0,4.42,4.44,2.72,4,6,4
10553,10553,0.41,Premium,F,VVS2,61.0,59.0,4.79,4.82,2.93,1,4,5
10554,10554,1.33,Premium,I,VS1,61.5,58.0,7.06,7.02,4.33,1,1,4
10555,10555,0.31,Premium,G,VS2,60.9,58.0,4.35,4.38,2.66,1,3,3
10556,10556,1.01,Premium,D,SI1,62.3,60.0,6.4,6.35,3.97,1,5,2
10557,10557,1.51,Very Good,G,VS1,63.1,55.0,7.34,7.3,4.62,3,3,4
10558,10558,1.29,Good,J,VS2,58.2,61.0,7.07,7.12,4.13,2,0,3
10559,10559,0.9,Good,H,VVS1,64.3,59.0,6.04,6.09,3.9,2,2,6
10560,10560,0.23,Premium,G,VVS1,61.3,59.0,3.96,3.94,2.42,1,3,6
10561,10561,0.4,Ideal,J,VS2,62.2,54.0,4.75,4.8,2.97,4,0,3
10562,10562,1.01,Ideal,F,SI2,60.6,57.0,6.49,6.55,3.95,4,4,0
10563,10563,0.54,Premium,D,VS2,61.7,55.0,5.26,5.21,3.23,1,5,3
10564,10564,0.6,Ideal,G,VS1,61.2,56.0,5.43,5.47,3.33,4,3,4
10565,10565,1.25,Ideal,J,VVS2,61.1,57.0,6.94,6.91,4.23,4,0,5
10566,10566,0.5,Very Good,G,VVS2,62.8,57.0,4.99,5.04,3.15,3,3,5
10567,10567,0.41,Ideal,G,VVS2,61.0,57.0,4.8,4.78,2.92,4,3,5
10568,10568,0.38,Ideal,H,VS1,61.7,55.0,4.65,4.7,2.89,4,2,4
10569,10569,2.01,Very Good,J,VS2,62.1,60.0,7.88,8.0,4.93,3,0,3
10570,10570,1.11,Very Good,J,VS1,59.9,56.0,6.8,6.77,4.07,3,0,4
10571,10571,0.3,Ideal,H,VS2,62.1,55.0,4.3,4.33,2.68,4,2,3
10572,10572,2.2,Good,H,SI2,63.6,58.0,8.21,8.17,5.21,2,2,0
10573,10573,1.01,Premium,G,SI1,62.3,60.0,6.31,6.25,3.91,1,3,2
10574,10574,0.32,Very Good,G,VS1,62.4,58.0,4.35,4.4,2.73,3,3,4
10575,10575,1.22,Premium,G,VS2,61.2,58.0,6.91,6.81,4.2,1,3,3
10576,10576,1.5,Fair,F,VS2,65.3,57.0,7.15,7.12,4.66,0,4,3
10577,10577,0.36,Ideal,G,SI1,61.5,54.0,4.6,4.63,2.84,4,3,2
10578,10578,1.01,Ideal,G,SI1,62.9,57.0,6.37,6.3,3.98,4,3,2
10579,10579,0.82,Fair,H,SI2,65.1,58.0,5.86,5.81,3.8,0,2,0
10580,10580,0.33,Good,I,SI1,63.6,53.0,4.4,4.43,2.81,2,1,2
10581,10581,0.7,Very Good,F,SI1,63.1,54.0,5.64,5.67,3.57,3,4,2
10582,10582,0.31,Ideal,H,IF,61.3,56.0,4.39,4.42,2.7,4,2,7
10583,10583,0.7,Ideal,H,SI1,60.6,57.0,5.77,5.74,3.48,4,2,2
10584,10584,0.3,Ideal,G,VVS2,61.1,57.0,4.35,4.32,2.65,4,3,5
10585,10585,0.5,Ideal,H,VVS1,60.6,55.0,5.17,5.13,3.12,4,2,6
10586,10586,0.36,Ideal,E,SI1,62.1,56.0,4.56,4.59,2.84,4,6,2
10587,10587,0.71,Very Good,J,SI1,61.0,61.0,5.66,5.71,3.47,3,0,2
10588,10588,0.32,Ideal,G,SI1,61.4,55.0,4.4,4.46,2.72,4,3,2
10589,10589,0.54,Ideal,H,VVS1,61.7,57.0,5.24,5.23,3.23,4,2,6
10590,10590,0.71,Premium,D,SI1,59.7,59.0,5.8,5.82,3.47,1,5,2
10591,10591,1.52,Ideal,I,VS1,62.9,60.0,7.31,7.27,4.59,4,1,4
10592,10592,0.31,Ideal,E,VS2,62.8,57.0,4.37,4.33,2.73,4,6,3
10593,10593,1.22,Ideal,F,VVS1,61.2,57.0,6.88,6.92,4.22,4,4,6
10594,10594,1.02,Premium,G,I1,61.3,57.0,6.47,6.35,3.93,1,3,1
10595,10595,2.02,Premium,J,SI1,61.6,58.0,8.14,8.1,5.0,1,0,2
10596,10596,0.9,Fair,H,SI2,65.6,58.0,6.05,5.95,3.95,0,2,0
10597,10597,1.1,Ideal,I,VS2,61.8,56.0,6.65,6.6,4.1,4,1,3
10598,10598,0.35,Ideal,G,IF,61.3,55.0,4.57,4.6,2.81,4,3,7
10599,10599,1.2,Premium,H,VS2,62.5,58.0,6.77,6.73,4.23,1,2,3
10600,10600,0.31,Ideal,G,IF,61.2,56.0,4.36,4.4,2.68,4,3,7
10601,10601,0.71,Ideal,I,VS2,61.0,58.0,5.77,5.81,3.53,4,1,3
10602,10602,0.53,Ideal,F,VS1,62.4,57.0,5.18,5.21,3.24,4,4,4
10603,10603,0.24,Very Good,E,VS1,59.8,58.0,4.02,4.11,2.43,3,6,4
10604,10604,1.27,Very Good,H,VS2,59.2,58.0,7.07,7.15,4.21,3,2,3
10605,10605,0.38,Very Good,F,VVS1,61.6,58.0,4.61,4.65,2.85,3,4,6
10606,10606,1.01,Premium,H,VS2,61.5,59.0,6.48,6.49,3.99,1,2,3
10607,10607,0.3,Ideal,I,VS1,62.2,53.9,4.29,4.33,2.68,4,1,4
10608,10608,1.06,Premium,H,VS2,60.7,59.0,6.61,6.57,4.0,1,2,3
10609,10609,0.39,Premium,E,VS1,59.6,60.0,4.75,4.72,2.82,1,6,4
10610,10610,0.76,Very Good,H,SI1,62.6,58.0,5.76,5.84,3.63,3,2,2
10611,10611,0.7,Premium,I,SI2,62.3,59.0,5.64,5.59,3.5,1,1,0
10612,10612,1.56,Good,I,VS2,57.2,62.0,7.72,7.66,4.4,2,1,3
10613,10613,1.0,Premium,G,SI2,61.8,58.0,6.43,6.39,3.96,1,3,0
10614,10614,0.3,Ideal,D,VS1,62.2,56.0,4.27,4.31,2.67,4,5,4
10615,10615,1.56,Premium,G,VS2,61.9,58.0,7.44,7.4,4.59,1,3,3
10616,10616,0.37,Premium,F,VS2,61.2,58.0,4.63,4.69,2.85,1,4,3
10617,10617,1.0,Premium,F,SI2,61.5,59.0,6.47,6.44,3.97,1,4,0
10618,10618,0.4,Ideal,G,VVS2,62.4,56.0,4.72,4.74,2.95,4,3,5
10619,10619,0.4,Premium,D,VS2,61.7,59.0,4.72,4.75,2.92,1,5,3
10620,10620,1.06,Ideal,I,SI2,62.7,58.0,6.48,6.5,4.07,4,1,0
10621,10621,0.63,Ideal,D,SI1,62.0,56.0,5.5,5.47,3.4,4,5,2
10622,10622,0.67,Very Good,G,VS1,59.9,57.4,5.69,5.75,3.42,3,3,4
10623,10623,0.89,Fair,G,SI2,58.9,66.0,6.26,6.16,3.66,0,3,0
10624,10624,0.71,Ideal,G,SI2,62.8,57.0,5.68,5.63,3.55,4,3,0
10625,10625,0.39,Premium,D,VVS1,63.0,60.0,4.63,4.61,2.91,1,5,6
10626,10626,1.29,Ideal,H,SI1,61.6,57.0,7.0,6.95,4.3,4,2,2
10627,10627,0.52,Ideal,D,VS2,61.6,55.0,5.2,5.15,3.19,4,5,3
10628,10628,0.7,Premium,H,SI1,62.2,57.0,5.74,5.71,3.56,1,2,2
10629,10629,0.41,Ideal,G,VVS2,61.3,56.0,4.76,4.77,2.92,4,3,5
10630,10630,0.38,Ideal,G,SI1,61.6,56.0,4.68,4.63,2.86,4,3,2
10631,10631,0.9,Fair,I,VS2,65.8,55.0,6.05,6.01,3.97,0,1,3
10632,10632,0.76,Very Good,H,VS2,63.4,58.0,5.78,5.74,3.65,3,2,3
10633,10633,0.33,Premium,H,VS1,59.7,59.0,4.53,4.52,2.7,1,2,4
10634,10634,0.53,Very Good,I,SI1,59.7,63.0,5.22,5.3,3.14,3,1,2
10635,10635,0.3,Very Good,H,VVS1,63.0,56.0,4.24,4.27,2.68,3,2,6
10636,10636,0.71,Premium,G,SI1,60.4,59.0,5.81,5.75,3.49,1,3,2
10637,10637,2.04,Very Good,I,VS1,61.8,60.0,8.11,8.21,5.04,3,1,4
10638,10638,0.4,Ideal,I,VVS2,62.0,56.0,4.74,4.77,2.95,4,1,5
10639,10639,1.09,Premium,J,SI1,62.3,59.0,6.55,6.59,4.09,1,0,2
10640,10640,0.28,Ideal,F,VS1,62.0,53.0,4.23,4.26,2.63,4,4,4
10641,10641,0.56,Good,E,VS1,61.7,65.0,5.21,5.23,3.22,2,6,4
10642,10642,1.21,Premium,G,VVS2,62.5,55.0,6.84,6.8,4.26,1,3,5
10643,10643,0.33,Ideal,G,VS2,62.2,56.0,4.43,4.44,2.76,4,3,3
10644,10644,0.31,Ideal,H,VVS2,61.8,56.0,4.36,4.34,2.69,4,2,5
10645,10645,0.3,Very Good,I,VS1,63.4,54.0,4.32,4.29,2.73,3,1,4
10646,10646,0.36,Ideal,D,VS2,61.6,56.0,4.55,4.57,2.81,4,5,3
10647,10647,1.35,Premium,G,VS1,61.0,59.0,7.15,7.09,4.34,1,3,4
10648,10648,0.72,Very Good,J,VVS2,63.0,59.0,5.7,5.72,3.6,3,0,5
10649,10649,1.02,Premium,D,VS2,62.5,58.0,6.4,6.37,3.99,1,5,3
10650,10650,0.34,Ideal,G,IF,61.6,56.0,4.51,4.48,2.77,4,3,7
10651,10651,0.36,Ideal,D,SI1,60.6,56.0,4.58,4.63,2.79,4,5,2
10652,10652,0.31,Premium,I,SI1,60.1,59.0,4.41,4.38,2.64,1,1,2
10653,10653,0.3,Ideal,E,VS2,62.1,56.0,4.25,4.31,2.66,4,6,3
10654,10654,0.37,Ideal,F,SI1,61.3,55.0,4.61,4.65,2.84,4,4,2
10655,10655,1.0,Premium,E,SI1,61.9,60.0,6.37,6.46,3.97,1,6,2
10656,10656,0.31,Ideal,F,IF,60.7,56.0,4.42,4.45,2.69,4,4,7
10657,10657,1.07,Ideal,F,SI2,61.6,57.0,6.56,6.53,4.03,4,4,0
10658,10658,1.16,Ideal,G,SI2,61.5,54.0,6.78,6.75,4.16,4,3,0
10659,10659,0.91,Good,H,VVS2,65.5,57.0,6.01,6.11,3.97,2,2,5
10660,10660,0.34,Ideal,D,VS1,62.6,56.0,4.49,4.52,2.82,4,5,4
10661,10661,0.3,Premium,G,VVS2,62.0,60.0,4.33,4.25,2.66,1,3,5
10662,10662,1.32,Premium,F,VS2,60.9,59.0,7.12,7.06,4.32,1,4,3
10663,10663,0.52,Good,G,VS1,63.3,55.0,5.09,5.12,3.23,2,3,4
10664,10664,0.73,Ideal,D,VS2,61.5,57.0,5.81,5.83,3.58,4,5,3
10665,10665,0.41,Ideal,F,VVS2,62.1,55.0,4.77,4.79,2.97,4,4,5
10666,10666,0.7,Premium,E,VS2,60.9,59.0,5.71,5.68,3.47,1,6,3
10667,10667,0.55,Ideal,F,VVS1,61.2,54.0,5.3,5.35,3.26,4,4,6
10668,10668,0.33,Ideal,G,IF,62.1,56.0,4.41,4.44,2.75,4,3,7
10669,10669,0.53,Very Good,F,SI2,63.2,55.0,5.17,5.18,3.27,3,4,0
10670,10670,0.4,Good,E,SI2,63.2,57.0,4.66,4.68,2.95,2,6,0
10671,10671,0.4,Premium,F,VS1,61.9,59.0,4.7,4.67,2.9,1,4,4
10672,10672,0.4,Good,I,VS1,63.8,55.0,4.69,4.65,2.98,2,1,4
10673,10673,0.23,Very Good,E,VVS1,61.8,59.0,3.9,3.93,2.42,3,6,6
10674,10674,1.26,Ideal,J,SI2,62.8,54.0,6.91,6.89,4.33,4,0,0
10675,10675,0.32,Ideal,D,VVS1,62.1,54.0,4.43,4.4,2.74,4,5,6
10676,10676,1.01,Very Good,F,SI2,60.8,63.0,6.38,6.32,3.86,3,4,0
10677,10677,0.3,Ideal,E,VS2,62.1,55.0,4.32,4.35,2.69,4,6,3
10678,10678,0.66,Ideal,J,VS2,62.1,55.0,5.6,5.64,3.49,4,0,3
10679,10679,0.93,Ideal,H,VS2,61.5,57.0,6.3,6.26,3.86,4,2,3
10680,10680,1.13,Very Good,D,VS2,62.9,58.0,6.59,6.63,4.16,3,5,3
10681,10681,1.01,Premium,G,VS1,60.2,59.0,6.58,6.51,3.94,1,3,4
10682,10682,1.5,Ideal,F,VS2,61.7,54.0,7.28,7.31,4.5,4,4,3
10683,10683,0.32,Good,F,VVS1,63.8,54.0,4.38,4.31,2.77,2,4,6
10684,10684,1.77,Premium,I,VS1,62.2,58.0,7.76,7.68,4.8,1,1,4
10685,10685,0.72,Ideal,I,VS1,62.1,55.0,5.73,5.76,3.56,4,1,4
10686,10686,1.52,Good,E,VS1,63.9,56.0,7.25,7.21,4.62,2,6,4
10687,10687,1.7,Ideal,F,VS2,62.3,56.0,7.61,7.65,4.75,4,4,3
10688,10688,0.34,Premium,E,SI2,62.4,59.0,4.42,4.46,2.77,1,6,0
10689,10689,0.3,Premium,E,VS2,61.8,58.0,4.28,4.26,2.64,1,6,3
10690,10690,0.7,Ideal,H,VS1,61.0,56.0,5.75,5.79,3.51,4,2,4
10691,10691,0.8,Premium,G,SI1,63.0,59.0,5.9,5.81,3.69,1,3,2
10692,10692,1.01,Ideal,F,VS1,61.3,57.0,6.44,6.47,3.96,4,4,4
10693,10693,1.51,Fair,G,I1,65.6,54.0,7.28,7.1,4.72,0,3,1
10694,10694,1.21,Very Good,H,VS1,62.0,58.0,6.76,6.91,4.24,3,2,4
10695,10695,0.3,Premium,G,VVS2,61.8,59.0,4.26,4.22,2.62,1,3,5
10696,10696,1.0,Premium,H,SI2,61.2,59.0,6.42,6.38,3.92,1,2,0
10697,10697,0.33,Ideal,G,IF,61.5,56.0,4.46,4.48,2.75,4,3,7
10698,10698,0.83,Ideal,F,SI1,60.7,57.0,6.02,6.1,3.68,4,4,2
10699,10699,0.5,Ideal,E,SI1,61.6,57.0,5.09,5.13,3.15,4,6,2
10700,10700,0.34,Ideal,D,VVS2,61.2,56.0,4.5,4.52,2.76,4,5,5
10701,10701,1.01,Premium,I,SI2,60.5,61.0,6.47,6.42,3.9,1,1,0
10702,10702,0.3,Ideal,F,VS2,62.3,57.0,4.3,4.33,2.69,4,4,3
10703,10703,0.52,Ideal,F,VVS1,61.3,55.0,5.19,5.22,3.19,4,4,6
10704,10704,1.0,Premium,F,SI1,61.8,58.0,6.44,6.37,3.96,1,4,2
10705,10705,0.32,Premium,G,VS2,61.0,59.0,4.42,4.46,2.71,1,3,3
10706,10706,1.13,Ideal,G,VVS1,61.2,57.0,6.65,6.72,4.09,4,3,6
10707,10707,0.32,Ideal,E,VVS2,61.5,57.0,4.41,4.4,2.71,4,6,5
10708,10708,0.4,Very Good,D,VS2,63.5,57.0,4.62,4.67,2.95,3,5,3
10709,10709,1.31,Ideal,F,VS2,59.6,60.0,7.06,7.16,4.24,4,4,3
10710,10710,0.72,Very Good,G,SI2,60.6,61.0,5.73,5.79,3.49,3,3,0
10711,10711,0.71,Good,F,SI1,57.9,53.0,5.84,5.8,3.37,2,4,2
10712,10712,1.0,Good,D,SI2,62.2,61.0,6.3,6.36,3.94,2,5,0
10713,10713,0.5,Ideal,H,SI1,62.4,56.0,5.07,5.09,3.17,4,2,2
10714,10714,0.3,Very Good,F,VVS1,61.6,59.0,4.29,4.33,2.66,3,4,6
10715,10715,1.01,Ideal,E,VS2,61.9,55.0,6.44,6.38,3.97,4,6,3
10716,10716,1.02,Premium,E,SI2,59.6,59.0,6.59,6.54,3.91,1,6,0
10717,10717,0.9,Good,F,VS2,65.0,58.0,6.03,6.06,3.93,2,4,3
10718,10718,1.21,Good,E,I1,64.0,57.0,6.73,6.67,4.29,2,6,1
10719,10719,0.71,Good,D,VS2,62.3,61.0,5.7,5.73,3.56,2,5,3
10720,10720,0.77,Ideal,J,VS2,61.4,55.0,5.9,5.95,3.64,4,0,3
10721,10721,0.39,Ideal,G,VVS1,62.3,57.0,4.64,4.7,2.91,4,3,6
10722,10722,0.34,Ideal,D,VS2,60.6,57.0,4.53,4.51,2.74,4,5,3
10723,10723,1.01,Good,H,SI1,64.0,58.0,6.31,6.37,4.06,2,2,2
10724,10724,1.01,Very Good,H,VVS2,59.6,63.0,6.55,6.47,3.88,3,2,5
10725,10725,1.12,Very Good,G,VVS2,62.6,59.0,6.58,6.61,4.13,3,3,5
10726,10726,0.31,Premium,G,VVS1,62.2,59.0,4.3,4.32,2.68,1,3,6
10727,10727,0.58,Ideal,H,SI1,61.8,56.0,5.36,5.38,3.32,4,2,2
10728,10728,0.3,Ideal,E,SI1,62.9,56.0,4.3,4.25,2.69,4,6,2
10729,10729,1.01,Premium,H,SI1,62.7,59.0,6.33,6.27,3.95,1,2,2
10730,10730,0.3,Very Good,H,VS1,62.9,56.0,4.22,4.27,2.67,3,2,4
10731,10731,0.58,Ideal,D,VS2,61.5,56.0,5.37,5.4,3.31,4,5,3
10732,10732,0.57,Premium,F,SI1,59.5,58.0,5.43,5.36,3.21,1,4,2
10733,10733,0.31,Ideal,G,VS1,62.5,57.0,4.37,4.34,2.72,4,3,4
10734,10734,1.02,Very Good,H,SI1,60.3,59.0,6.44,6.5,3.9,3,2,2
10735,10735,0.52,Ideal,E,VS2,61.7,57.0,5.1,5.17,3.17,4,6,3
10736,10736,0.34,Ideal,G,VVS1,62.1,53.0,4.49,4.53,2.8,4,3,6
10737,10737,0.61,Very Good,G,VS2,62.0,57.0,5.44,5.47,3.38,3,3,3
10738,10738,1.04,Very Good,I,I1,61.6,61.0,6.45,6.47,3.98,3,1,1
10739,10739,1.01,Very Good,H,VS1,59.1,59.0,6.5,6.59,3.87,3,2,4
10740,10740,0.78,Ideal,G,VS2,62.6,57.0,5.87,5.91,3.69,4,3,3
10741,10741,1.01,Very Good,G,SI1,62.8,56.0,6.35,6.43,4.01,3,3,2
10742,10742,1.5,Premium,J,SI1,61.2,61.0,7.43,7.37,4.53,1,0,2
10743,10743,1.01,Ideal,G,VS2,61.0,56.0,6.46,6.49,3.95,4,3,3
10744,10744,1.5,Premium,H,VS2,62.4,59.0,7.29,7.32,4.56,1,2,3
10745,10745,0.3,Ideal,F,VS2,61.3,55.0,4.32,4.3,2.64,4,4,3
