,id,carat,depth,table,x,price,cut_encoded,color_encoded,clarity_encoded
29468,29468,2.15,62.6,54.0,8.29,9.841,4,3,0
29469,29469,0.7,63.1,55.0,5.71,7.598,3,2,0
29470,29470,0.55,61.5,56.0,5.26,7.559,4,5,4
29471,29471,0.56,62.0,54.0,5.28,7.575,4,3,5
29472,29472,1.0,60.7,57.0,6.5,8.877,1,4,3
29473,29473,0.51,60.4,61.0,5.09,7.262,3,5,2
29474,29474,0.35,60.7,60.0,4.55,6.642,1,6,3
29475,29475,1.51,61.2,62.0,7.32,8.832,3,0,2
29476,29476,0.71,61.8,56.1,5.72,8.047,4,3,4
29477,29477,0.74,60.2,55.0,5.87,8.166,4,6,3
29478,29478,1.15,61.9,57.0,6.68,8.445,3,2,0
29479,29479,0.43,60.9,59.0,4.86,6.594,3,0,3
29480,29480,0.92,59.4,60.0,6.34,8.273,1,3,0
29481,29481,0.5,61.2,57.0,5.1,7.27,4,4,3
29482,29482,1.23,60.5,64.0,6.94,8.646,2,5,0
29483,29483,1.23,61.5,57.0,6.92,9.053,4,2,3
29484,29484,0.24,61.1,60.0,3.96,5.905,3,5,4
29485,29485,0.31,61.1,59.0,4.35,6.299,1,2,4
29486,29486,2.0,61.9,59.0,7.96,9.342,3,0,2
29487,29487,1.01,63.9,59.0,6.31,8.831,2,6,3
29488,29488,1.57,61.8,55.0,7.45,9.393,4,2,3
29489,29489,0.3,63.1,56.0,4.2,6.528,2,3,5
29490,29490,1.04,62.5,57.0,6.5,8.444,4,2,2
29491,29491,0.54,60.6,57.0,5.25,7.128,4,6,0
29492,29492,1.51,59.8,57.0,7.48,9.489,4,3,3
29493,29493,0.33,63.7,56.0,4.36,6.361,2,1,5
29494,29494,0.34,57.8,64.0,4.6,6.625,2,6,3
29495,29495,0.27,66.4,58.0,3.99,5.916,0,6,4
29496,29496,0.35,60.0,58.0,4.57,6.727,3,5,5
29497,29497,0.3,63.5,53.0,4.3,6.423,2,5,3
29498,29498,0.3,62.7,59.0,4.26,6.292,1,6,0
29499,29499,1.05,61.1,59.0,6.6,8.942,1,3,4
29500,29500,0.3,62.8,57.0,4.22,6.405,3,2,5
29501,29501,0.39,62.2,56.0,4.63,6.865,4,4,4
29502,29502,0.26,63.3,57.0,4.05,6.335,2,4,6
29503,29503,1.71,59.3,60.0,7.86,9.66,1,3,3
29504,29504,0.71,61.6,57.0,5.72,7.544,4,0,2
29505,29505,1.02,59.2,58.0,6.6,8.467,1,2,2
29506,29506,1.7,62.4,59.0,7.63,9.551,1,2,3
29507,29507,0.3,61.1,59.0,4.31,6.314,1,1,6
29508,29508,1.26,61.3,57.0,6.94,8.886,4,3,2
29509,29509,0.32,62.2,55.0,4.41,6.967,4,6,6
29510,29510,0.54,62.2,56.0,5.27,7.605,1,5,3
29511,29511,0.32,62.3,55.3,4.36,6.023,4,0,3
29512,29512,0.52,61.9,61.0,5.11,7.623,3,3,6
29513,29513,0.52,61.4,57.0,5.27,7.363,1,2,4
29514,29514,1.59,62.1,58.0,7.42,9.335,1,2,3
29515,29515,1.07,61.9,58.0,6.55,8.84,1,3,3
29516,29516,0.39,62.6,54.0,4.64,6.111,4,0,0
29517,29517,0.3,66.0,55.0,4.19,6.418,2,4,5
29518,29518,0.7,59.4,59.0,5.75,7.853,3,4,2
29519,29519,1.51,61.7,55.0,7.37,9.842,4,3,7
29520,29520,1.52,61.7,57.0,7.38,8.934,4,1,0
29521,29521,0.56,60.6,59.0,5.34,7.452,1,5,2
29522,29522,0.71,62.0,56.0,5.69,8.477,4,6,6
29523,29523,0.34,61.6,54.0,4.5,6.544,4,1,7
29524,29524,0.72,60.4,61.0,5.79,8.014,1,6,3
29525,29525,1.77,61.6,58.0,7.78,9.634,1,6,3
29526,29526,0.56,61.2,60.0,5.3,7.557,1,3,4
29527,29527,0.71,62.8,57.0,5.65,7.895,4,2,4
29528,29528,0.7,63.1,57.0,5.64,7.673,0,3,2
29529,29529,1.11,62.4,58.0,6.65,8.657,1,3,2
29530,29530,0.34,62.4,57.0,4.46,6.248,4,3,3
29531,29531,1.71,62.0,56.0,7.64,9.54,3,2,4
29532,29532,1.2,61.6,61.0,6.86,9.145,1,4,4
29533,29533,1.5,62.8,57.0,7.19,9.21,3,3,2
29534,29534,1.08,61.6,56.0,6.64,8.598,1,5,2
29535,29535,0.32,62.1,59.0,4.38,6.579,1,1,5
29536,29536,0.7,61.2,59.0,5.73,7.808,1,4,3
29537,29537,2.01,63.0,56.0,7.98,9.51,4,3,0
29538,29538,0.9,62.6,62.0,6.13,8.142,1,4,2
29539,29539,1.3,61.6,55.0,7.01,9.038,4,3,2
29540,29540,1.03,61.1,57.0,6.55,8.386,4,2,0
29541,29541,0.79,62.3,57.0,5.9,7.972,4,3,2
29542,29542,0.51,61.8,54.0,5.12,7.392,4,5,3
29543,29543,0.96,64.3,59.0,6.38,7.461,0,2,1
29544,29544,0.23,60.6,65.0,3.95,6.127,2,6,6
29545,29545,0.3,63.2,59.0,4.27,6.528,2,6,5
29546,29546,0.9,63.1,58.0,6.13,8.148,3,4,0
29547,29547,1.25,62.5,59.0,6.81,9.146,3,4,3
29548,29548,1.55,62.0,56.0,7.42,8.825,4,0,0
29549,29549,0.56,62.5,56.0,5.24,7.383,4,5,2
29550,29550,0.31,62.2,56.0,4.37,6.81,4,2,6
29551,29551,0.7,62.0,67.0,5.54,7.522,0,1,2
29552,29552,0.7,61.5,57.0,5.74,7.764,1,4,2
29553,29553,0.32,61.9,57.0,4.36,6.534,4,4,3
29554,29554,0.54,61.9,55.0,5.24,7.556,4,5,3
29555,29555,0.32,61.2,58.0,4.37,6.736,1,2,7
29556,29556,0.74,63.8,56.0,5.7,7.793,3,3,0
29557,29557,0.71,64.4,56.0,5.64,7.51,0,0,3
29558,29558,1.57,61.3,59.0,7.44,9.059,1,0,4
29559,29559,0.55,61.1,56.0,5.31,7.506,4,4,3
29560,29560,0.33,63.0,56.0,4.42,6.51,3,3,5
29561,29561,0.31,61.5,59.0,4.33,6.299,1,3,3
29562,29562,1.23,61.4,56.0,6.89,9.096,4,2,6
29563,29563,0.83,62.7,57.0,5.96,8.081,4,6,2
29564,29564,1.01,60.4,61.0,6.45,8.721,4,3,3
29565,29565,0.32,61.9,55.0,4.43,6.802,4,6,3
29566,29566,1.5,62.3,54.7,7.29,9.332,4,2,4
29567,29567,0.53,61.8,55.0,5.19,7.363,4,3,3
29568,29568,1.04,61.7,57.0,6.55,8.691,4,5,2
29569,29569,2.0,58.1,64.0,8.3,9.309,2,3,0
29570,29570,0.41,62.1,58.0,4.78,6.967,1,1,5
29571,29571,0.32,61.9,58.0,4.36,6.33,1,3,3
29572,29572,0.41,62.4,53.0,4.79,6.974,4,3,6
29573,29573,1.23,61.6,57.0,6.87,9.049,4,2,5
29574,29574,0.68,61.7,57.0,5.67,7.956,1,4,5
29575,29575,1.62,61.5,60.8,7.48,9.428,2,2,3
29576,29576,0.32,63.4,56.0,4.36,6.168,2,5,0
29577,29577,0.3,62.2,57.0,4.27,6.109,4,2,2
29578,29578,0.39,58.2,62.0,4.77,7.018,3,4,5
29579,29579,1.5,63.8,57.0,7.17,9.363,3,2,6
29580,29580,0.63,61.1,55.0,5.6,7.653,4,5,3
29581,29581,1.01,64.4,58.0,6.25,8.494,0,3,3
29582,29582,1.2,61.9,57.0,6.8,8.531,4,0,2
29583,29583,0.35,61.2,60.0,4.5,6.682,3,2,6
29584,29584,1.27,62.2,58.0,6.88,8.429,1,0,3
29585,29585,1.1,57.6,61.0,6.82,8.215,2,2,0
29586,29586,0.32,61.1,59.8,4.43,6.675,3,6,4
29587,29587,1.35,60.5,60.0,7.16,8.55,1,3,0
29588,29588,1.0,59.1,59.0,6.54,8.215,1,3,0
29589,29589,0.3,63.4,56.0,4.29,6.353,3,5,0
29590,29590,0.3,63.0,57.0,4.24,6.39,3,1,5
29591,29591,0.37,59.8,59.0,4.63,6.615,1,4,3
29592,29592,1.52,62.5,59.0,7.33,9.427,1,6,2
29593,29593,0.4,62.6,54.0,4.69,6.621,4,1,5
29594,29594,1.05,59.0,59.0,6.68,8.589,3,2,3
29595,29595,0.32,61.7,56.0,4.37,6.593,4,3,6
29596,29596,1.05,61.8,55.0,6.54,8.83,4,2,4
29597,29597,0.32,61.3,57.0,4.43,6.928,4,6,6
29598,29598,0.5,62.1,56.0,5.09,7.159,4,3,2
29599,29599,0.56,62.1,57.0,5.28,7.633,4,5,3
29600,29600,1.22,62.6,55.0,6.82,9.168,4,4,4
29601,29601,1.21,61.9,55.0,6.9,8.987,4,3,3
29602,29602,0.75,62.8,60.0,5.78,7.973,1,5,2
29603,29603,0.36,62.2,53.0,4.57,6.439,4,5,2
29604,29604,0.52,60.4,56.0,5.27,7.366,3,4,3
29605,29605,1.13,60.7,54.0,6.82,8.491,1,2,0
29606,29606,0.31,63.6,57.0,4.31,6.324,2,2,2
29607,29607,0.53,60.2,57.0,5.24,7.527,4,5,3
29608,29608,0.35,63.2,57.0,4.51,6.472,3,2,2
29609,29609,1.03,62.0,56.0,6.46,9.19,4,5,5
29610,29610,1.2,65.1,58.0,6.62,8.5,0,4,0
29611,29611,0.31,61.7,55.0,4.36,6.454,4,1,7
29612,29612,0.72,61.0,55.0,5.79,8.314,4,5,3
29613,29613,0.52,61.4,58.0,5.19,7.45,1,5,2
29614,29614,1.51,63.1,60.0,7.24,9.524,2,3,4
29615,29615,0.25,60.1,62.0,4.08,6.109,3,2,6
29616,29616,0.7,61.1,61.0,5.74,7.703,1,6,0
29617,29617,0.42,61.7,57.0,4.78,6.922,4,6,4
29618,29618,0.74,61.5,58.0,5.82,7.857,3,4,2
29619,29619,0.3,60.7,57.0,4.34,6.76,4,3,7
29620,29620,0.35,60.7,57.0,4.53,6.468,4,5,2
29621,29621,0.91,62.5,66.0,6.08,8.032,0,5,0
29622,29622,0.36,59.5,56.0,4.68,6.755,3,3,5
29623,29623,1.28,61.2,58.0,6.96,8.826,3,5,0
29624,29624,0.52,60.9,58.0,5.22,7.349,3,5,3
29625,29625,0.77,62.3,58.0,5.82,8.083,3,3,4
29626,29626,1.51,62.0,58.0,7.31,9.212,1,3,2
29627,29627,0.59,62.6,58.0,5.34,7.83,1,5,5
29628,29628,0.54,61.3,58.0,5.24,6.886,4,0,0
29629,29629,0.4,62.1,57.0,4.69,6.407,3,0,4
29630,29630,0.42,63.1,56.0,4.74,6.482,2,5,0
29631,29631,0.3,59.5,59.0,4.35,6.433,2,6,5
29632,29632,0.53,63.3,56.0,5.13,7.353,3,2,4
29633,29633,1.01,62.3,57.0,6.4,8.482,4,4,2
29634,29634,0.52,62.4,55.1,5.11,7.472,4,3,4
29635,29635,1.5,61.0,55.0,7.38,9.544,3,6,3
29636,29636,0.39,62.2,53.3,4.68,6.912,4,6,4
29637,29637,1.51,60.1,58.0,7.57,9.617,1,6,3
29638,29638,1.12,64.6,57.0,6.5,8.208,0,1,0
29639,29639,0.94,60.0,58.0,6.37,8.447,1,6,2
29640,29640,0.33,62.5,54.0,4.43,6.41,4,5,2
29641,29641,1.2,61.8,60.0,6.85,8.417,1,3,0
29642,29642,0.34,61.9,55.0,4.5,6.544,4,1,7
29643,29643,0.52,59.6,57.0,5.25,7.185,3,2,4
29644,29644,0.51,60.8,55.0,5.17,7.184,3,6,2
29645,29645,0.38,61.6,55.0,4.67,7.003,4,6,5
29646,29646,0.51,60.9,59.0,5.13,7.358,3,5,2
29647,29647,1.51,63.1,56.0,7.26,9.015,3,1,3
29648,29648,2.14,66.4,56.0,8.0,8.753,0,2,1
29649,29649,0.73,58.7,59.0,5.97,7.88,1,4,2
29650,29650,1.1,63.6,58.0,6.55,8.543,2,2,2
29651,29651,1.53,62.9,56.0,7.25,9.105,3,5,0
29652,29652,0.9,59.5,57.0,6.19,8.394,3,5,2
29653,29653,0.32,61.2,59.0,4.41,6.579,1,3,3
29654,29654,0.5,61.0,57.0,5.15,7.131,4,5,0
29655,29655,1.01,62.6,59.0,6.46,8.798,1,3,4
29656,29656,0.31,62.7,54.0,4.35,6.295,3,3,4
29657,29657,1.09,60.9,59.0,6.75,8.542,1,6,0
29658,29658,0.92,61.4,56.0,6.26,8.782,4,5,3
29659,29659,0.4,59.8,61.0,4.76,6.528,3,6,2
29660,29660,0.3,62.6,60.0,4.26,6.778,1,2,6
29661,29661,0.98,56.8,64.0,6.68,8.349,2,4,2
29662,29662,0.32,62.2,55.0,4.4,6.279,4,0,7
29663,29663,0.24,60.7,58.0,4.01,6.315,1,6,6
29664,29664,0.54,61.0,56.0,5.27,7.387,4,4,3
29665,29665,0.71,59.1,61.0,5.84,7.951,1,4,4
29666,29666,1.26,62.1,57.0,6.91,9.28,4,3,6
29667,29667,0.65,61.9,56.0,5.53,8.371,4,5,6
29668,29668,1.04,60.9,59.0,6.57,8.521,1,3,2
29669,29669,0.31,58.1,62.0,4.47,6.116,1,0,2
29670,29670,0.34,61.0,57.0,4.49,6.691,4,6,4
29671,29671,0.36,60.6,56.0,4.64,6.888,4,2,7
29672,29672,0.64,62.3,54.0,5.52,7.513,4,2,3
29673,29673,0.38,60.3,57.0,4.77,6.966,4,5,5
29674,29674,1.04,60.9,57.0,6.54,8.324,1,5,0
29675,29675,0.8,62.5,56.0,5.95,8.295,3,3,5
29676,29676,0.42,61.1,56.0,4.84,7.119,4,3,6
29677,29677,0.46,59.6,58.2,4.99,7.149,3,4,3
29678,29678,2.01,62.7,56.0,8.08,9.41,4,0,2
29679,29679,0.44,61.6,58.0,4.85,7.087,1,4,5
29680,29680,1.0,63.4,58.0,6.33,8.103,3,5,0
29681,29681,1.15,62.2,59.0,6.66,8.628,3,3,2
29682,29682,1.37,62.2,59.0,7.07,8.671,3,1,0
29683,29683,0.31,61.8,56.0,4.34,6.829,4,6,6
29684,29684,1.74,58.7,60.0,7.9,9.307,1,1,2
29685,29685,1.02,63.7,61.0,6.27,8.451,2,4,2
29686,29686,0.41,63.1,56.0,4.69,6.529,2,4,2
29687,29687,1.7,61.2,56.0,7.71,9.153,4,2,0
29688,29688,1.18,63.3,55.0,6.75,8.668,3,2,2
29689,29689,1.7,60.9,58.0,7.73,9.268,4,0,4
29690,29690,0.35,60.6,56.0,4.56,6.319,4,3,2
29691,29691,1.28,62.4,56.0,6.93,8.81,4,2,2
29692,29692,0.85,62.3,55.0,6.1,7.769,4,0,2
29693,29693,0.35,61.1,56.0,4.59,7.018,4,3,7
29694,29694,0.3,61.1,57.0,4.36,6.974,4,5,6
29695,29695,0.46,60.0,59.0,5.0,7.549,1,5,6
29696,29696,1.57,58.9,58.0,7.57,9.449,3,5,2
29697,29697,0.4,61.0,55.0,4.77,7.009,3,6,5
29698,29698,0.4,63.6,57.0,4.7,6.851,2,4,2
29699,29699,0.54,61.1,57.0,5.22,7.521,4,2,6
29700,29700,1.01,62.4,60.0,6.32,8.499,3,6,2
29701,29701,1.01,58.6,62.0,6.51,8.312,1,1,2
29702,29702,0.3,61.3,56.0,4.34,6.461,4,6,2
29703,29703,1.0,61.9,61.0,6.36,8.489,2,3,2
29704,29704,0.43,61.1,58.0,4.84,6.765,1,3,3
29705,29705,0.33,61.5,59.0,4.46,6.833,1,6,3
29706,29706,0.58,62.7,56.0,5.32,7.274,4,5,0
29707,29707,0.6,64.2,55.0,5.31,7.828,2,6,5
29708,29708,0.91,60.2,52.0,6.27,7.984,1,2,2
29709,29709,0.41,60.7,56.0,4.85,7.212,4,4,6
29710,29710,1.22,60.6,56.0,6.96,8.628,4,0,2
29711,29711,0.3,61.8,55.0,4.3,6.565,4,5,3
29712,29712,1.5,63.4,61.0,7.12,9.075,3,4,3
29713,29713,0.75,63.9,62.0,5.66,7.657,2,3,0
29714,29714,1.2,63.5,57.0,6.67,8.56,3,2,0
29715,29715,0.37,60.7,55.0,4.66,6.978,4,3,5
29716,29716,1.01,62.7,57.0,6.41,8.577,4,2,3
29717,29717,0.49,62.3,57.0,5.02,7.37,3,2,5
29718,29718,0.4,63.8,56.0,4.7,6.532,2,6,2
29719,29719,0.32,61.9,59.0,4.41,6.356,1,2,2
29720,29720,1.51,62.8,56.0,7.27,9.559,3,4,3
29721,29721,0.31,61.7,56.0,4.35,6.771,4,6,3
29722,29722,0.24,60.7,56.0,3.98,6.314,4,4,5
29723,29723,0.71,61.7,60.0,5.7,8.124,3,6,5
29724,29724,0.39,62.5,58.0,4.67,6.825,1,0,6
29725,29725,0.64,58.6,59.0,5.7,7.754,3,5,3
29726,29726,2.52,60.6,60.0,8.78,9.808,1,4,0
29727,29727,0.92,59.3,61.0,6.36,8.259,1,4,0
29728,29728,0.37,61.2,60.0,4.58,6.475,1,3,3
29729,29729,1.01,61.1,56.0,6.49,8.438,4,0,3
29730,29730,1.57,61.8,55.0,7.49,9.368,4,3,2
29731,29731,1.02,60.8,55.0,6.55,9.085,4,5,4
29732,29732,0.41,60.7,56.0,4.82,6.981,1,4,4
29733,29733,0.73,60.9,61.0,5.79,8.123,3,6,4
29734,29734,0.34,61.2,60.0,4.5,6.903,1,2,6
29735,29735,0.34,61.8,56.0,4.52,6.64,4,3,3
29736,29736,1.01,62.9,56.0,6.43,8.323,4,1,4
29737,29737,0.36,61.1,57.0,4.62,6.998,4,5,3
29738,29738,0.51,60.7,58.0,5.19,7.842,4,6,5
29739,29739,1.42,61.6,58.0,7.22,8.898,1,2,0
29740,29740,0.3,61.9,56.0,4.32,6.351,4,4,3
29741,29741,0.49,59.5,62.0,5.09,7.075,2,4,4
29742,29742,0.41,62.9,57.0,4.72,6.627,3,6,2
29743,29743,0.7,61.5,59.0,5.7,7.81,3,6,0
29744,29744,0.28,61.7,58.0,4.19,6.188,3,5,4
29745,29745,1.21,63.4,57.0,6.72,8.574,2,1,3
29746,29746,0.73,62.7,53.0,5.8,7.924,4,4,3
29747,29747,0.9,62.7,58.0,6.15,8.367,1,5,2
29748,29748,1.0,61.9,61.0,6.36,8.369,1,2,5
29749,29749,1.71,61.9,61.0,7.61,9.78,3,4,4
29750,29750,0.33,61.4,54.0,4.44,6.501,4,3,4
29751,29751,0.3,62.2,54.0,4.31,6.815,4,5,3
29752,29752,0.32,61.8,57.0,4.36,6.879,4,5,3
29753,29753,0.71,63.8,58.0,5.61,7.929,2,4,3
29754,29754,1.27,61.4,59.0,6.94,8.854,1,3,2
29755,29755,1.04,62.0,57.0,6.5,8.382,1,1,2
29756,29756,0.36,61.8,55.0,4.58,6.225,4,1,3
29757,29757,1.53,62.3,58.0,7.35,9.343,1,3,2
29758,29758,0.4,62.3,56.0,4.73,7.026,4,6,4
29759,29759,0.29,60.9,57.0,4.29,6.506,4,4,6
29760,29760,0.32,61.7,55.0,4.39,6.378,4,1,6
29761,29761,1.01,61.2,57.0,6.42,8.592,4,2,2
29762,29762,0.8,61.7,56.0,5.98,8.065,4,1,6
29763,29763,0.35,61.8,59.0,4.54,6.468,1,5,2
29764,29764,0.4,61.6,56.0,4.73,7.087,4,4,5
29765,29765,0.31,61.9,55.0,4.42,6.935,4,4,6
29766,29766,0.64,61.9,56.8,5.55,7.706,4,4,4
29767,29767,0.92,61.8,59.0,6.25,8.286,1,4,2
29768,29768,0.32,62.0,57.0,4.41,6.802,4,6,3
29769,29769,1.11,62.3,58.0,6.64,8.368,3,6,0
29770,29770,0.66,59.6,60.2,5.66,7.73,2,3,4
29771,29771,1.01,62.1,56.0,6.41,8.235,3,1,0
29772,29772,1.51,64.7,57.0,7.17,9.165,0,5,0
29773,29773,0.4,64.1,57.0,4.65,6.544,2,1,3
29774,29774,0.55,60.1,55.0,5.33,7.399,4,3,3
29775,29775,1.51,61.1,58.0,7.42,9.534,1,3,3
29776,29776,0.34,60.6,56.0,4.54,6.688,4,5,2
29777,29777,1.01,62.7,60.0,6.27,8.72,2,3,3
29778,29778,0.73,66.2,56.0,5.62,7.007,0,2,1
29779,29779,2.01,61.3,59.0,8.16,9.79,1,2,2
29780,29780,0.32,61.3,56.0,4.43,6.719,4,4,3
29781,29781,0.34,62.4,57.0,4.48,6.497,4,3,3
29782,29782,0.41,59.5,62.0,4.8,6.458,3,6,0
29783,29783,0.26,62.6,56.0,4.09,6.488,3,4,5
29784,29784,0.74,59.6,58.0,5.91,7.753,1,4,0
29785,29785,3.65,67.1,53.0,9.53,9.365,0,2,1
29786,29786,0.33,62.2,55.0,4.42,6.894,4,6,6
29787,29787,1.73,62.1,57.0,7.73,9.688,4,4,4
29788,29788,0.72,60.3,59.0,5.77,7.695,4,2,2
29789,29789,0.71,60.2,61.0,5.8,8.127,1,2,7
29790,29790,0.9,62.2,60.0,6.14,8.436,1,5,2
29791,29791,1.01,60.6,62.0,6.52,8.753,2,4,3
29792,29792,0.31,61.0,55.0,4.39,6.77,4,3,7
29793,29793,1.58,62.6,56.0,7.45,9.124,4,1,2
29794,29794,0.43,62.1,57.0,4.83,6.755,4,2,2
29795,29795,2.0,63.2,54.0,7.97,9.497,3,2,2
29796,29796,0.3,62.0,57.0,4.26,6.639,4,2,7
29797,29797,0.51,63.3,57.0,5.07,7.54,3,5,4
29798,29798,0.24,60.1,57.0,4.03,6.213,3,5,5
29799,29799,0.4,60.4,63.0,4.68,6.673,3,6,3
29800,29800,1.13,61.9,56.0,6.68,8.874,4,3,3
29801,29801,0.52,62.1,59.0,5.15,7.45,1,4,3
29802,29802,1.22,63.5,55.0,6.78,8.762,3,2,2
29803,29803,0.51,63.5,56.0,5.07,7.419,2,5,3
29804,29804,0.71,60.7,59.0,5.75,7.383,1,0,0
29805,29805,0.31,63.6,54.0,4.33,6.619,2,4,3
29806,29806,2.16,61.4,59.0,8.27,9.662,4,0,4
29807,29807,1.01,60.0,63.0,6.46,8.795,3,4,3
29808,29808,0.51,62.5,54.0,5.12,7.912,4,4,7
29809,29809,1.0,61.4,57.0,6.37,8.426,4,2,2
29810,29810,1.82,63.2,56.0,7.71,9.585,3,4,2
29811,29811,1.0,64.3,58.0,6.25,8.395,2,3,2
29812,29812,0.72,60.4,58.0,5.82,7.749,1,6,0
29813,29813,0.5,61.9,58.0,5.06,7.462,4,3,5
29814,29814,1.02,62.5,59.0,6.4,8.699,1,5,2
29815,29815,1.5,58.8,58.0,7.51,9.753,1,4,5
29816,29816,0.74,62.4,57.0,5.8,7.957,1,5,3
29817,29817,1.01,62.5,58.0,6.39,8.284,1,2,0
29818,29818,0.7,61.2,59.0,5.65,7.829,1,1,6
29819,29819,0.74,61.7,55.0,5.8,8.274,4,3,5
29820,29820,0.3,61.9,57.0,4.28,6.671,4,6,5
29821,29821,0.71,63.8,58.0,5.64,7.938,2,4,3
29822,29822,0.9,62.6,59.0,6.17,8.5,1,5,3
29823,29823,0.71,62.6,56.0,5.65,8.074,4,3,6
29824,29824,1.2,59.9,59.0,6.92,8.566,1,3,0
29825,29825,0.32,60.8,57.0,4.39,6.469,4,3,4
29826,29826,0.82,62.3,58.0,5.94,7.864,3,1,2
29827,29827,0.81,61.0,56.0,5.99,8.011,4,6,0
29828,29828,0.72,61.1,56.0,5.78,8.005,4,2,2
29829,29829,0.77,60.7,55.0,6.01,7.949,4,6,0
29830,29830,0.32,63.4,56.0,4.34,6.51,3,6,2
29831,29831,0.41,62.7,55.0,4.76,7.05,4,6,4
29832,29832,0.71,61.6,57.0,5.72,7.915,4,3,2
29833,29833,2.1,62.0,62.0,8.23,9.418,1,0,0
29834,29834,1.13,61.6,55.0,6.73,8.488,4,5,0
29835,29835,0.6,59.5,61.0,5.48,7.148,1,4,0
29836,29836,0.57,61.3,58.0,5.38,7.557,1,4,4
29837,29837,1.23,61.0,55.0,6.93,9.162,4,3,5
29838,29838,0.4,61.2,61.0,4.7,7.195,3,6,6
29839,29839,2.1,60.8,60.0,8.24,9.756,4,1,2
29840,29840,0.29,60.9,57.0,4.29,6.513,3,6,5
29841,29841,0.32,62.1,55.0,4.38,6.842,4,3,5
29842,29842,0.42,60.3,59.0,4.83,7.041,1,4,5
29843,29843,1.52,60.5,58.0,7.49,9.502,1,4,3
29844,29844,0.43,62.2,57.0,4.84,6.955,4,6,3
29845,29845,1.01,60.7,58.0,6.47,8.637,3,2,3
29846,29846,1.58,63.0,56.0,7.39,9.343,4,2,3
29847,29847,1.51,62.7,61.0,7.33,9.082,1,1,2
29848,29848,0.9,63.0,58.0,6.08,8.226,2,6,0
29849,29849,0.53,63.2,55.0,5.15,7.454,3,3,4
29850,29850,0.71,62.0,54.0,5.71,8.068,4,2,7
29851,29851,1.0,65.7,62.0,6.15,8.319,2,4,0
29852,29852,0.7,61.1,56.0,5.71,7.688,4,4,0
29853,29853,2.03,62.1,57.0,8.15,9.538,4,0,3
29854,29854,0.7,62.0,60.0,5.72,7.773,1,6,0
29855,29855,0.91,59.5,62.0,6.4,7.96,1,0,2
29856,29856,1.52,60.6,61.0,7.46,9.18,1,2,3
29857,29857,0.34,61.8,56.0,4.48,6.64,4,6,2
29858,29858,0.7,60.9,58.0,5.68,7.547,3,2,0
29859,29859,0.76,60.5,60.0,5.92,7.82,1,4,0
29860,29860,1.71,65.1,60.0,7.5,9.083,0,1,0
29861,29861,0.51,62.5,57.0,5.06,7.741,4,6,5
29862,29862,0.3,61.0,55.0,4.33,6.358,4,2,5
29863,29863,2.11,62.3,56.0,8.23,9.525,1,1,0
29864,29864,0.31,62.2,56.0,4.34,6.548,4,3,3
29865,29865,1.23,63.6,59.0,6.76,8.671,2,1,4
29866,29866,1.01,62.2,61.0,6.37,8.84,3,5,3
29867,29867,0.7,61.0,57.0,5.71,7.735,4,1,2
29868,29868,0.56,61.7,54.0,5.31,6.998,4,0,3
29869,29869,0.36,61.3,54.0,4.63,6.688,4,4,4
29870,29870,1.2,64.4,61.0,6.52,8.605,2,1,2
29871,29871,2.0,62.9,58.0,7.98,9.505,1,3,0
29872,29872,0.5,61.7,61.0,5.09,7.642,3,6,5
29873,29873,1.0,64.3,53.0,6.29,8.267,2,5,0
29874,29874,0.31,61.5,56.0,4.35,6.599,4,5,3
29875,29875,0.39,61.7,54.2,4.69,6.859,4,3,5
29876,29876,0.35,61.5,55.0,4.53,6.572,4,1,7
29877,29877,1.0,62.9,57.0,6.36,8.747,4,3,4
29878,29878,0.34,62.6,56.0,4.52,6.868,4,5,4
29879,29879,0.71,60.7,61.0,5.72,7.601,4,0,2
29880,29880,1.02,62.6,59.0,6.38,8.435,3,2,2
29881,29881,0.3,62.5,54.0,4.32,6.887,4,6,6
29882,29882,1.03,63.3,57.0,6.37,8.39,4,1,2
29883,29883,1.55,61.7,59.0,7.44,9.344,1,2,3
29884,29884,0.71,63.4,58.0,5.65,7.77,3,3,2
29885,29885,0.54,64.8,59.0,5.11,7.573,0,4,2
29886,29886,0.73,62.9,56.0,5.79,7.727,4,2,2
29887,29887,1.01,61.9,54.0,6.44,8.879,4,3,4
29888,29888,0.5,61.0,58.0,5.08,7.435,3,3,4
29889,29889,2.08,62.8,60.0,8.12,9.446,1,2,0
29890,29890,0.41,58.4,58.0,4.91,6.516,2,4,2
29891,29891,1.51,61.5,54.0,7.34,9.215,3,2,4
29892,29892,1.0,62.8,62.0,6.28,8.762,3,3,3
29893,29893,0.9,62.8,56.0,6.12,8.696,4,3,6
29894,29894,1.65,62.5,56.0,7.59,9.028,4,0,2
29895,29895,0.73,62.9,59.0,5.7,8.19,3,3,6
29896,29896,0.39,61.2,57.0,4.69,6.877,4,4,3
29897,29897,1.17,63.1,58.0,6.72,8.402,3,2,0
29898,29898,0.51,61.7,55.0,5.13,7.269,4,2,0
29899,29899,0.41,61.3,59.0,4.73,7.166,1,4,6
29900,29900,2.0,60.7,61.0,8.09,9.534,1,1,0
29901,29901,0.32,61.9,56.0,4.41,6.879,4,6,4
29902,29902,1.16,63.7,56.0,6.63,8.372,3,0,3
29903,29903,0.31,61.0,57.0,4.41,6.596,4,5,2
