id,carat,depth,table,x,price,cut_Fair,cut_Good,cut_Ideal,cut_Premium,cut_Very Good,color_D,color_E,color_F,color_G,color_H,color_I,color_J,clarity_I1,clarity_IF,clarity_SI1,clarity_SI2,clarity_VS1,clarity_VS2,clarity_VVS1,clarity_VVS2
35485,1.32,61.4,54.0,7.09,9.181,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
35486,0.53,61.74637745643308,61.0,5.28,7.524,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
35487,1.52,60.1,59.0,7.49,9.692,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
35488,1.14,63.3,57.0,6.63,9.445,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
35489,1.04,61.74637745643308,58.0,6.72,8.341,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
35490,0.32,62.3,55.0,4.39,6.144,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
35491,0.34,61.1,56.0,4.5,7.068,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
35492,1.13,60.1,57.0,6.83,9.414,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
35493,1.22,62.3,59.0,6.79,8.671,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
35494,0.42,62.3,55.0,4.79,7.006,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
35495,0.38,62.1,55.4,4.63,6.571,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
35496,0.3,62.0,55.0,4.31,6.671,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
35497,0.72,63.4,58.0,5.66,7.881,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
35498,1.0,59.6,60.0,6.49,8.535,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
35499,1.01,62.7,55.0,6.45,8.597,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
35500,0.3,61.6,56.0,4.32,6.641,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
35501,0.7975755778024965,60.6,60.0,8.21,9.778,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
35502,0.74,61.4,56.0,5.82,8.673,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
35503,1.5,61.74637745643308,62.0,7.55,9.14,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
35504,1.52,59.4,55.0,7.52,9.574,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
35505,0.62,60.3,57.0,5.54,8.125,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
35506,1.28,61.6,57.0,6.96,8.414,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
35507,0.76,60.2,56.0,5.92,8.117,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
35508,0.35,62.6,57.0,4.47,6.931,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
35509,1.02,63.7,58.0,6.33,8.407,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
35510,0.72,59.8,60.0,5.76,7.738,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
35511,0.3,63.2,55.0,4.28,6.565,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
35512,0.57,61.9,56.0,5.35,7.455,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
35513,0.38,59.2,61.0,4.67,6.45,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
35514,1.0,62.7,62.0,6.32,8.273,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
35515,0.32,62.0,55.0,4.41,6.8,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
35516,0.7975755778024965,61.6,56.0,8.17,9.628,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
35517,0.7,61.0,56.0,5.78,7.773,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
35518,1.01,59.8,59.0,6.39,8.495,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
35519,0.78,62.6,59.0,5.81,7.785,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
35520,0.34,62.0,55.0,4.5,6.37,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
35521,0.31,63.1,59.0,4.31,6.596,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
35522,0.51,60.9,56.0,5.19,7.54,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
35523,0.51,62.3,54.0,5.17,7.415,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
35524,1.05,61.6,59.0,6.51,8.851,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
35525,0.3,61.4,60.0,4.29,6.405,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
35526,1.02,61.74637745643308,61.0,6.66,8.335,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
35527,1.04,63.8,57.0,6.43,8.879,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
35528,0.48,61.74637745643308,59.2,5.09,7.113,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
35529,1.04,61.74637745643308,60.0,6.76,8.254,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
35530,1.52,60.6,58.0,7.38,9.719,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
35531,1.27,61.0,58.0,7.01,9.249,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
35532,1.26,60.5,58.0,6.99,9.593,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
35533,0.3,61.1,58.0,4.31,6.023,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
35534,0.53,61.9,58.0,5.17,7.397,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
35535,1.01,63.9,58.0,6.26,8.345,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
35536,0.42,62.1,55.0,4.81,7.107,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
35537,0.23,63.8,56.0,3.94,6.286,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
35538,0.77,62.8,58.0,5.79,8.117,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
35539,0.52,61.4,55.0,5.19,7.236,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
35540,1.71,60.8,58.0,7.79,9.728,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
35541,1.51,62.5,57.0,7.33,9.641,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
35542,1.63,62.6,53.0,7.55,9.276,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
35543,0.7975755778024965,62.8,59.0,7.99,9.785,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
35544,0.45,62.9,58.4,4.83,7.179,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
35545,0.6,60.8,57.0,5.44,7.957,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
35546,0.38,63.2,59.0,4.59,6.288,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
35547,0.32,62.1,54.0,4.4,6.277,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
35548,0.56,62.6,56.0,5.28,7.474,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
35549,1.52,61.5,60.0,7.44,9.189,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
35550,0.45,60.7,60.4,4.94,7.128,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
35551,0.31,61.3,55.0,4.35,6.043,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
35552,0.7,63.4,61.0,5.62,7.685,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
35553,1.18,62.2,55.0,6.8,8.744,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
35554,1.41,62.0,56.0,7.17,8.991,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
35555,0.3,63.4,57.0,4.23,5.976,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
35556,0.32,61.7,60.0,4.4,6.579,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
35557,0.41,60.0,56.0,4.82,6.76,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
35558,1.5,59.5,55.0,7.51,9.218,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
35559,0.72,60.0,57.0,5.8,7.816,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
35560,1.24,61.2,58.0,6.94,8.488,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
35561,0.55,61.74637745643308,61.0,5.37,7.034,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
35562,1.0,62.4,59.0,6.38,8.133,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
35563,0.41,60.0,61.0,4.83,6.775,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
35564,0.3,61.7,58.0,4.29,6.213,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
35565,0.31,61.3,56.0,4.37,6.671,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
35566,0.7975755778024965,62.6,56.0,8.45,9.809,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
35567,1.01,59.8,60.0,6.57,8.584,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
35568,0.34,62.5,57.0,4.43,6.39,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
35569,1.47,61.8,58.0,7.28,8.93,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
35570,0.41,60.5,63.0,4.81,6.807,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
35571,1.01,61.9,58.0,6.36,8.377,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
35572,0.35,60.7,61.0,4.58,6.809,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
35573,0.45,62.0,62.0,4.96,6.688,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
35574,0.52,63.7,56.0,5.12,7.021,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
35575,2.0,61.9,59.0,8.02,9.48,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
35576,0.75,62.3,57.0,5.81,7.984,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
35577,0.41,61.74637745643308,59.0,4.92,6.898,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
35578,0.35,63.8,54.0,4.48,6.506,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
35579,0.74,59.1,60.0,5.88,7.911,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
35580,0.27,62.3,54.0,4.17,6.138,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
35581,0.38,61.9,60.0,4.66,7.039,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
35582,0.7,60.3,57.0,5.74,8.119,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
35583,1.25,59.7,59.0,6.97,8.574,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
35584,0.72,62.7,57.0,5.74,7.475,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
35585,0.27,60.0,58.0,4.21,6.299,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
35586,1.21,61.9,55.0,6.84,8.56,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
35587,1.17,62.7,56.0,6.74,8.5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
35588,0.25,61.6,56.0,4.07,6.146,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
35589,0.35,61.9,54.0,4.55,6.678,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
35590,0.42,61.8,56.0,4.84,6.991,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
35591,0.29,60.0,57.0,4.33,6.428,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
35592,1.06,61.3,60.0,6.59,8.227,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
35593,0.91,61.9,59.0,6.11,8.154,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
35594,0.9,62.2,59.0,6.11,7.947,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
35595,0.33,61.1,57.0,4.47,6.198,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
35596,1.01,64.6,59.0,6.22,8.1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
35597,1.5,62.9,54.0,7.31,9.418,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
35598,1.41,61.2,60.0,7.21,9.084,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
35599,0.3,62.9,58.0,4.26,6.815,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
35600,1.25,62.6,56.0,6.89,9.036,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
35601,0.81,60.2,57.0,6.1,7.985,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
35602,1.32,61.74637745643308,58.0,6.86,8.736,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
35603,1.5,64.2,55.0,7.17,9.454,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
35604,1.55,62.5,58.0,7.4,8.941,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
35605,1.0,61.4,61.0,6.32,8.201,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
35606,0.32,62.8,58.0,4.39,6.317,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
35607,1.7,63.6,56.0,7.56,9.769,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
35608,0.34,61.9,57.0,4.44,6.129,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
35609,0.56,61.8,54.1,5.31,7.363,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
35610,1.02,61.4,61.0,6.4,8.382,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
35611,0.3,60.9,57.0,4.32,6.863,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
35612,0.23,62.8,54.0,3.92,6.368,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
35613,1.2,62.1,56.0,6.84,8.954,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
35614,1.09,61.6,55.0,6.59,8.545,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
35615,0.38,61.9,56.0,4.67,7.191,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
35616,0.53,61.7,59.0,5.18,7.52,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
35617,0.77,60.9,56.0,5.89,8.111,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
35618,0.91,61.74637745643308,57.0,6.12,8.065,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
35619,1.06,61.9,54.0,6.54,8.838,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
35620,1.55,61.3,58.0,7.48,8.943,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
35621,0.42,63.4,56.0,4.82,6.9,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
35622,0.77,63.0,59.0,5.82,7.89,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
35623,1.5,62.3,57.0,7.25,9.552,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
35624,1.06,61.7,56.0,6.58,8.554,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
35625,0.35,62.2,55.0,4.53,6.809,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
35626,1.06,62.5,57.1,6.46,8.482,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
35627,0.59,60.6,56.0,5.47,7.098,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
35628,1.62,61.7,55.0,7.58,9.574,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
35629,0.38,61.9,54.1,4.64,6.555,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
35630,1.5,64.4,56.0,7.16,9.456,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
35631,0.71,61.8,54.0,5.77,7.877,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
35632,0.32,62.6,55.0,4.36,6.378,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
35633,0.78,62.6,56.0,5.88,7.554,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
35634,0.7,61.8,53.0,5.7,7.877,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
35635,0.3,61.9,56.0,4.3,6.417,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
35636,0.65,62.3,56.0,5.52,8.339,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
35637,0.51,62.5,55.0,5.08,7.412,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
35638,0.76,63.5,55.0,5.81,8.144,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
35639,0.31,62.2,54.0,4.38,6.332,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
35640,0.24,61.74637745643308,57.0,3.9,6.198,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
35641,0.41,61.8,58.0,4.75,6.718,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
35642,1.01,63.3,60.0,6.35,8.872,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
35643,0.71,63.5,59.0,5.68,7.958,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
35644,1.12,61.7,56.0,6.72,8.78,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
35645,0.47,62.1,54.0,4.99,6.784,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
35646,0.5,62.7,61.0,5.01,7.088,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
35647,0.55,62.4,56.0,5.23,7.278,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
35648,1.21,61.9,58.0,6.76,8.655,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
35649,0.6,62.1,57.4,5.39,7.447,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
35650,1.33,62.8,60.0,6.87,9.22,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
35651,0.23,59.7,58.0,4.02,6.273,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
35652,1.01,60.7,61.0,6.46,8.677,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
35653,1.07,59.4,57.0,6.74,8.936,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
35654,0.71,61.3,59.0,5.7,7.875,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
35655,0.7,61.5,56.0,5.69,7.995,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
35656,1.5,63.6,57.0,7.3,8.817,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
35657,0.31,61.3,56.4,4.36,6.48,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
35658,0.4,60.6,59.0,4.74,6.766,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
35659,0.91,60.8,56.0,6.29,8.268,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
35660,0.77,59.7,57.0,5.97,7.755,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
35661,0.73,61.4,59.0,5.83,7.927,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
35662,0.9,62.1,56.0,6.25,8.244,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
35663,0.8,63.9,57.0,5.84,7.882,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
35664,0.25,62.0,59.0,4.04,6.607,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
35665,0.42,62.0,55.0,4.88,6.851,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
35666,0.81,63.1,58.0,5.88,8.004,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
35667,0.7,62.6,58.0,5.67,8.024,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
35668,1.2,64.0,61.0,6.67,8.867,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
35669,0.31,63.4,55.0,4.31,6.299,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
35670,1.24,62.4,59.0,6.82,8.903,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
35671,0.4,62.0,56.0,4.68,6.501,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
35672,1.0,62.7,58.0,6.34,8.565,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
35673,0.21,59.1,62.0,3.89,5.956,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
35674,0.31,63.0,54.0,4.32,6.347,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
35675,1.08,62.1,56.0,6.54,8.377,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
35676,0.31,61.5,61.0,4.31,6.299,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
35677,0.7975755778024965,61.4,63.0,8.19,9.188,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
35678,1.06,61.1,57.0,6.6,8.959,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
35679,1.13,62.0,55.0,6.7,8.242,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
35680,0.53,60.5,60.0,5.21,7.04,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
35681,0.91,63.3,60.0,6.1,8.069,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
35682,0.52,60.9,57.0,5.2,7.691,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
35683,0.39,61.74637745643308,58.0,4.86,6.987,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
35684,1.31,62.4,57.0,6.96,9.015,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
35685,0.7975755778024965,62.4,61.0,8.23,9.802,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
35686,0.37,59.1,60.0,4.66,6.698,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
35687,0.51,62.5,58.0,5.12,7.419,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
35688,0.4,63.2,56.0,4.74,6.782,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
35689,0.53,61.6,56.0,5.2,7.726,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
35690,0.5,61.3,58.0,5.12,7.465,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
35691,1.54,63.0,59.0,7.31,9.488,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
35692,0.7975755778024965,62.5,57.0,8.2,9.584,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
35693,0.34,60.8,57.0,4.52,6.94,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
35694,0.73,61.9,57.0,5.75,7.872,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
35695,1.03,64.4,61.0,6.33,8.486,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
35696,0.42,61.5,55.0,4.9,6.9,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
35697,0.97,61.0,61.0,6.32,8.5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
35698,1.71,62.4,59.0,7.63,9.276,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
35699,0.3,62.2,58.0,4.26,6.528,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
35700,1.02,61.4,56.0,6.47,8.429,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
35701,0.35,62.6,59.0,4.45,6.42,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
35702,1.04,62.1,57.0,6.48,8.809,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
